index,x,y,z,yaw,pitch,roll,latitude,longitude,altitude,segment_distance_m,distance_traveled_m
75,-732.997924804688,-733.639831542969,0,339.985816955566,0,180,39.6819564078842,-75.7566108632464,0,0.200672947584976,14.8335653525925
76,-732.809265136719,-733.70849609375,0,340.006202697754,0,180,39.6819557910011,-75.756608660909,0,0.200766757338136,15.0343321099306
77,-732.620666503906,-733.777099609375,0,340.026750564575,0,180,39.6819551746664,-75.756606459284,0,0.200688531448246,15.2350206413789
78,-732.432006835938,-733.845520019531,0,340.047466278076,0,180,39.6819545599767,-75.7566042569465,0,0.200683389556855,15.4357040309357
79,-732.243408203125,-733.914001464844,0,340.06834602356,0,180,39.6819539447387,-75.7566020553216,0,0.200646835636232,15.636350866572
80,-732.0546875,-733.982421875,0,340.089393615723,0,180,39.681953330049,-75.7565998522716,0,0.20074076893831,15.8370916355103
81,-731.865905761719,-734.050720214844,0,340.110607147217,0,180,39.681952716456,-75.7565976485091,0,0.200756588768346,16.0378482242786
82,-731.677185058594,-734.118957519531,0,340.131982803345,0,180,39.6819521034113,-75.7565954454592,0,0.200678433168612,16.2385266574472
83,-731.488464355469,-734.187133789063,0,340.153526306152,0,180,39.681951490915,-75.7565932424092,0,0.200657687406169,16.4391843448534
84,-731.299682617188,-734.255249023438,0,340.17523765564,0,180,39.6819508789669,-75.7565910386468,0,0.200694369284371,16.6398787141378
85,-731.11083984375,-734.3232421875,0,340.197113037109,0,180,39.6819502681156,-75.7565888341718,0,0.200710396937471,16.8405891110753
86,-730.921997070313,-734.391235351563,0,340.21915435791,0,180,39.6819496572643,-75.7565866296968,0,0.200710396937471,17.0412995080127
87,-730.733642578125,-734.458923339844,0,340.224105834961,0,180,39.6819490491546,-75.7565844309219,0,0.200147641716743,17.2414471497295
88,-730.54541015625,-734.526611328125,0,340.223560333252,0,180,39.681948441045,-75.7565822335719,0,0.200032768321819,17.4414799180513
89,-730.357238769531,-734.59423828125,0,340.223178863525,0,180,39.6819478334837,-75.7565800369345,0,0.199954683787673,17.641434601839
